年,年代,罪種00,罪種01,検挙人員,人数,年代別検挙人員割合
2020,70代以上,風俗犯,,337,27794273.909797005,1.2124799557408595e-05
2021,10代(14歳以上),その他の刑法犯,,2848,6676485.467723809,0.0004265717365473363
2021,10代(14歳以上),凶悪犯,不同意性交等,150,6676485.467723809,2.2466910281636392e-05
2021,10代(14歳以上),凶悪犯,強盗,235,6676485.467723809,3.5198159441230344e-05
2021,10代(14歳以上),凶悪犯,放火,30,6676485.467723809,4.4933820563272785e-06
2021,10代(14歳以上),凶悪犯,殺人,40,6676485.467723809,5.991176075103037e-06
2021,10代(14歳以上),知能犯,,1084,6676485.467723809,0.00016236087163529233
2021,10代(14歳以上),窃盗犯,,7599,6676485.467723809,0.0011381736748676996
2021,10代(14歳以上),粗暴犯,,2881,6676485.467723809,0.0004315144568092963
2021,10代(14歳以上),風俗犯,,482,6676485.467723809,7.21936717049916e-05
2021,20代,その他の刑法犯,,4602,12709994.624929521,0.0003620772577648135
2021,20代,凶悪犯,不同意性交等,392,12709994.624929521,3.0841869848719446e-05
2021,20代,凶悪犯,強盗,509,12709994.624929521,4.004722385968928e-05
2021,20代,凶悪犯,放火,88,12709994.624929521,6.923685068079875e-06
2021,20代,凶悪犯,殺人,220,12709994.624929521,1.7309212670199688e-05
2021,20代,知能犯,,4006,12709994.624929521,0.0003151850270764543
2021,20代,窃盗犯,,11424,12709994.624929521,0.0008988202070198237
2021,20代,粗暴犯,,8710,12709994.624929521,0.0006852874652610876
2021,20代,風俗犯,,1180,12709994.624929521,9.284032250379832e-05
2021,30代,その他の刑法犯,,3494,13953612.301527107,0.0002504011093684759
2021,30代,凶悪犯,不同意性交等,307,13953612.301527107,2.2001471258191787e-05
2021,30代,凶悪犯,強盗,255,13953612.301527107,1.827483769002901e-05
2021,30代,凶悪犯,放火,93,13953612.301527107,6.664940804598815e-06
2021,30代,凶悪犯,殺人,153,13953612.301527107,1.0964902614017405e-05
2021,30代,知能犯,,2220,13953612.301527107,0.00015909858694848785
2021,30代,窃盗犯,,8949,13953612.301527107,0.0006413393038747828
2021,30代,粗暴犯,,8556,13953612.301527107,0.0006131745540230909
2021,30代,風俗犯,,1126,13953612.301527107,8.069594995675555e-05
2021,40代,その他の刑法犯,,3785,17929203.373177182,0.0002111080967301935
2021,40代,凶悪犯,不同意性交等,239,17929203.373177182,1.3330207428934278e-05
2021,40代,凶悪犯,強盗,163,17929203.373177182,9.09131301638614e-06
2021,40代,凶悪犯,放火,92,17929203.373177182,5.131293236242484e-06
2021,40代,凶悪犯,殺人,155,17929203.373177182,8.645113604538968e-06
2021,40代,知能犯,,2088,17929203.373177182,0.00011645804649211203
2021,40代,窃盗犯,,11161,17929203.373177182,0.0006225039544532865
2021,40代,粗暴犯,,9804,17929203.373177182,0.0005468173792187099
2021,40代,風俗犯,,1112,17929203.373177182,6.202171824675697e-05
2021,50代,その他の刑法犯,,3223,17089229.392901115,0.00018859832271540797
2021,50代,凶悪犯,不同意性交等,98,17089229.392901115,5.734606151445852e-06
2021,50代,凶悪犯,強盗,119,17089229.392901115,6.963450326755678e-06
2021,50代,凶悪犯,放火,104,17089229.392901115,6.085704487248659e-06
2021,50代,凶悪犯,殺人,125,17089229.392901115,7.314548662558485e-06
2021,50代,知能犯,,1600,17089229.392901115,9.362622288074861e-05
2021,50代,窃盗犯,,11227,17089229.392901115,0.0006569635026763529
2021,50代,粗暴犯,,7105,17089229.392901115,0.00041575894597982427
2021,50代,風俗犯,,708,17089229.392901115,4.142960362473126e-05
2021,60代,その他の刑法犯,,2336,15264568.854470002,0.00015303412905212435
2021,60代,凶悪犯,不同意性交等,42,15264568.854470002,2.751469786039907e-06
2021,60代,凶悪犯,強盗,104,15264568.854470002,6.813163279717864e-06
2021,60代,凶悪犯,放火,68,15264568.854470002,4.454760605969373e-06
2021,60代,凶悪犯,殺人,59,15264568.854470002,3.86515993753225e-06
2021,60代,知能犯,,924,15264568.854470002,6.053233529287795e-05
2021,60代,窃盗犯,,10974,15264568.854470002,0.0007189197483809985
2021,60代,粗暴犯,,4055,15264568.854470002,0.00026564785672361483
2021,60代,風俗犯,,431,15264568.854470002,2.8235320899599997e-05
2021,70代以上,その他の刑法犯,,2671,28346329.32262694,9.422736784010772e-05
2021,70代以上,凶悪犯,不同意性交等,23,28346329.32262694,8.113925347519571e-07
2021,70代以上,凶悪犯,強盗,75,28346329.32262694,2.645845222017251e-06
2021,70代以上,凶悪犯,放火,59,28346329.32262694,2.0813982413202377e-06
2021,70代以上,凶悪犯,殺人,96,28346329.32262694,3.3866818841820816e-06
2021,70代以上,知能犯,,561,28346329.32262694,1.979092226068904e-05
2021,70代以上,窃盗犯,,23026,28346329.32262694,0.0008123097610955898
2021,70代以上,粗暴犯,,4613,28346329.32262694,0.00016273712012220774
2021,70代以上,風俗犯,,383,28346329.32262694,1.3511449600434763e-05
2022,10代(14歳以上),その他の刑法犯,,2883,6605500.0580385,0.00043645446592518924
2022,10代(14歳以上),凶悪犯,不同意性交等,186,6605500.0580385,2.8158352640334787e-05
2022,10代(14歳以上),凶悪犯,強盗,245,6605500.0580385,3.709030320904314e-05
2022,10代(14歳以上),凶悪犯,放火,40,6605500.0580385,6.055559707598879e-06
2022,10代(14歳以上),凶悪犯,殺人,51,6605500.0580385,7.720838627188571e-06
2022,10代(14歳以上),知能犯,,895,6605500.0580385,0.00013549314845752493
2022,10代(14歳以上),窃盗犯,,7695,6605500.0580385,0.0011649382987493344
2022,10代(14歳以上),粗暴犯,,2880,6605500.0580385,0.0004360002989471193
2022,10代(14歳以上),風俗犯,,501,6605500.0580385,7.584588533767596e-05
2022,20代,その他の刑法犯,,4537,12706594.070576098,0.00035705870312691113
2022,20代,凶悪犯,不同意性交等,428,12706594.070576098,3.368329842149393e-05
2022,20代,凶悪犯,強盗,403,12706594.070576098,3.171581603706087e-05
2022,20代,凶悪犯,放火,84,12706594.070576098,6.61074081169507e-06
2022,20代,凶悪犯,殺人,171,12706594.070576098,1.3457579509522108e-05
2022,20代,知能犯,,4221,12706594.070576098,0.0003321897257876773
2022,20代,窃盗犯,,10636,12706594.070576098,0.0008370457056331996
2022,20代,粗暴犯,,8601,12706594.070576098,0.0006768926395403487
2022,20代,風俗犯,,1184,12706594.070576098,9.317996572674956e-05
2022,30代,その他の刑法犯,,3377,13704618.303704316,0.00024641328384076243
2022,30代,凶悪犯,不同意性交等,290,13704618.303704316,2.116074987083835e-05
2022,30代,凶悪犯,強盗,194,13704618.303704316,1.4155811982560829e-05
2022,30代,凶悪犯,放火,91,13704618.303704316,6.640097373263069e-06
2022,30代,凶悪犯,殺人,170,13704618.303704316,1.2404577510491447e-05
2022,30代,知能犯,,2273,13704618.303704316,0.00016585649812557093
2022,30代,窃盗犯,,8385,13704618.303704316,0.0006118375436792399
2022,30代,粗暴犯,,8587,13704618.303704316,0.0006265771004858239
2022,30代,風俗犯,,1233,13704618.303704316,8.996967100256443e-05
2022,40代,その他の刑法犯,,3567,17436992.043921646,0.0002045650987862565
2022,40代,凶悪犯,不同意性交等,251,17436992.043921646,1.4394684551542018e-05
2022,40代,凶悪犯,強盗,177,17436992.043921646,1.0150833329175048e-05
2022,40代,凶悪犯,放火,99,17436992.043921646,5.677584743436892e-06
2022,40代,凶悪犯,殺人,133,17436992.043921646,7.627462332091986e-06
2022,40代,知能犯,,1974,17436992.043921646,0.00011320759882368106
2022,40代,窃盗犯,,10028,17436992.043921646,0.0005750991899715672
2022,40代,粗暴犯,,9567,17436992.043921646,0.0005486611438430378
2022,40代,風俗犯,,1030,17436992.043921646,5.9069821068080794e-05
2022,50代,その他の刑法犯,,3208,17534110.388907522,0.00018295767101075478
2022,50代,凶悪犯,不同意性交等,117,17534110.388907522,6.672708076140371e-06
2022,50代,凶悪犯,強盗,161,17534110.388907522,9.182102566312819e-06
2022,50代,凶悪犯,放火,107,17534110.388907522,6.102391146555724e-06
2022,50代,凶悪犯,殺人,116,17534110.388907522,6.615676383181906e-06
2022,50代,知能犯,,1584,17534110.388907522,9.03382016462081e-05
2022,50代,窃盗犯,,10771,17534110.388907522,0.0006142883648556234
2022,50代,粗暴犯,,7409,17534110.388907522,0.00042254781312926504
2022,50代,風俗犯,,734,17534110.388907522,4.186126263151309e-05
2022,60代,その他の刑法犯,,2255,14994373.813214261,0.0001503897413850461
2022,60代,凶悪犯,不同意性交等,41,14994373.813214261,2.7343589342735653e-06
2022,60代,凶悪犯,強盗,69,14994373.813214261,4.601726011338439e-06
2022,60代,凶悪犯,放火,61,14994373.813214261,4.068192560748475e-06
2022,60代,凶悪犯,殺人,59,14994373.813214261,3.934809198100984e-06
2022,60代,知能犯,,918,14994373.813214261,6.122296345519836e-05
2022,60代,窃盗犯,,9991,14994373.813214261,0.0006663165881055412
2022,60代,粗暴犯,,4050,14994373.813214261,0.00027010130936116924
2022,60代,風俗犯,,408,14994373.813214261,2.7210205980088162e-05
2022,70代以上,その他の刑法犯,,2722,28705953.399066877,9.482353580663452e-05
2022,70代以上,凶悪犯,不同意性交等,26,28705953.399066877,9.057354632522034e-07
2022,70代以上,凶悪犯,強盗,73,28705953.399066877,2.54302649297734e-06
2022,70代以上,凶悪犯,放火,50,28705953.399066877,1.741798967792699e-06
2022,70代以上,凶悪犯,殺人,85,28705953.399066877,2.961058245247588e-06
2022,70代以上,知能犯,,669,28705953.399066877,2.330527018906631e-05
2022,70代以上,窃盗犯,,21728,28705953.399066877,0.0007569161594439952
2022,70代以上,粗暴犯,,4588,28705953.399066877,0.00015982747328465805
2022,70代以上,風俗犯,,342,28705953.399066877,1.191390493970206e-05
2023,10代(14歳以上),その他の刑法犯,,3548,6592797.879015552,0.0005381630174486395
2023,10代(14歳以上),凶悪犯,不同意性交等,199,6592797.879015552,3.0184453346189196e-05
2023,10代(14歳以上),凶悪犯,強盗,341,6592797.879015552,5.172310849774128e-05
2023,10代(14歳以上),凶悪犯,放火,45,6592797.879015552,6.825630153660873e-06
2023,10代(14歳以上),凶悪犯,殺人,45,6592797.879015552,6.825630153660873e-06
2023,10代(14歳以上),知能犯,,924,6592797.879015552,0.00014015293915516994
2023,10代(14歳以上),窃盗犯,,10021,6592797.879015552,0.0015199919948852359
2023,10代(14歳以上),粗暴犯,,3616,6592797.879015552,0.0005484773030141715
2023,10代(14歳以上),風俗犯,,660,6592797.879015552,0.0001001092422536928
2023,20代,その他の刑法犯,,4825,12807359.72025238,0.0003767365097405821
2023,20代,凶悪犯,不同意性交等,559,12807359.72025238,4.3646779055955525e-05
2023,20代,凶悪犯,強盗,497,12807359.72025238,3.8805812505921104e-05
2023,20代,凶悪犯,放火,78,12807359.72025238,6.090248240365887e-06
2023,20代,凶悪犯,殺人,168,12807359.72025238,1.3117457748480373e-05
2023,20代,知能犯,,3648,12807359.72025238,0.0002848362253955738
2023,20代,窃盗犯,,11595,12807359.72025238,0.0009053388249620829
2023,20代,粗暴犯,,9218,12807359.72025238,0.0007197424138422147
2023,20代,風俗犯,,1523,12807359.72025238,0.00011891600089842624
2023,30代,その他の刑法犯,,3499,13550957.590489157,0.0002582105343208955
2023,30代,凶悪犯,不同意性交等,470,13550957.590489157,3.4683895721869363e-05
2023,30代,凶悪犯,強盗,243,13550957.590489157,1.7932312043434583e-05
2023,30代,凶悪犯,放火,105,13550957.590489157,7.74852989531124e-06
2023,30代,凶悪犯,殺人,155,13550957.590489157,1.143830603593564e-05
2023,30代,知能犯,,2158,13550957.590489157,0.00015925073822934912
2023,30代,窃盗犯,,8914,13550957.590489157,0.0006578132903505181
2023,30代,粗暴犯,,9083,13550957.590489157,0.0006702847337058286
2023,30代,風俗犯,,1468,13550957.590489157,0.00010833182748873239
2023,40代,その他の刑法犯,,3670,16973804.852376964,0.00021621551749406755
2023,40代,凶悪犯,不同意性交等,337,16973804.852376964,1.9854122451090127e-05
2023,40代,凶悪犯,強盗,166,16973804.852376964,9.779775450685344e-06
2023,40代,凶悪犯,放火,116,16973804.852376964,6.834059953490963e-06
2023,40代,凶悪犯,殺人,134,16973804.852376964,7.89451753248094e-06
2023,40代,知能犯,,1967,16973804.852376964,0.00011588444765962694
2023,40代,窃盗犯,,10224,16973804.852376964,0.000602339904866307
2023,40代,粗暴犯,,10199,16973804.852376964,0.0006008670471177097
2023,40代,風俗犯,,1280,16973804.852376964,7.541031672817614e-05
2023,50代,その他の刑法犯,,3533,18013389.920670725,0.00019613187831712963
2023,50代,凶悪犯,不同意性交等,190,18013389.920670725,1.0547709278305867e-05
2023,50代,凶悪犯,強盗,168,18013389.920670725,9.326395572396767e-06
2023,50代,凶悪犯,放火,93,18013389.920670725,5.162826120433925e-06
2023,50代,凶悪犯,殺人,124,18013389.920670725,6.883768160578566e-06
2023,50代,知能犯,,1665,18013389.920670725,9.24312418335751e-05
2023,50代,窃盗犯,,11614,18013389.920670725,0.000644742608201286
2023,50代,粗暴犯,,8278,18013389.920670725,0.00045954703897797876
2023,50代,風俗犯,,968,18013389.920670725,5.373780306000042e-05
2023,60代,その他の刑法犯,,2310,14901165.689766103,0.00015502142906755767
2023,60代,凶悪犯,不同意性交等,74,14901165.689766103,4.96605443766202e-06
2023,60代,凶悪犯,強盗,100,14901165.689766103,6.710884375218946e-06
2023,60代,凶悪犯,放火,55,14901165.689766103,3.6909864063704206e-06
2023,60代,凶悪犯,殺人,70,14901165.689766103,4.697619062653263e-06
2023,60代,知能犯,,965,14901165.689766103,6.476003422086283e-05
2023,60代,窃盗犯,,10328,14901165.689766103,0.0006931001382726129
2023,60代,粗暴犯,,4415,14901165.689766103,0.0002962855451659165
2023,60代,風俗犯,,465,14901165.689766103,3.12056123447681e-05
2023,70代以上,その他の刑法犯,,2836,28917140.52411378,9.807332082627884e-05
2023,70代以上,凶悪犯,不同意性交等,46,28917140.52411378,1.5907520303275128e-06
2023,70代以上,凶悪犯,強盗,86,28917140.52411378,2.9740146653949155e-06
2023,70代以上,凶悪犯,放火,84,28917140.52411378,2.9048515336415455e-06
2023,70代以上,凶悪犯,殺人,112,28917140.52411378,3.873135378188727e-06
2023,70代以上,知能犯,,640,28917140.52411378,2.213220216107844e-05
2023,70代以上,窃盗犯,,22839,28917140.52411378,0.0007898083830576102
2023,70代以上,粗暴犯,,5037,28917140.52411378,0.00017418734732086265
2023,70代以上,風俗犯,,476,28917140.52411378,1.646082535730209e-05
2024,10代(14歳以上),その他の刑法犯,,3851,6570724.673406683,0.0005860845175245178
2024,10代(14歳以上),凶悪犯,不同意性交等,311,6570724.673406683,4.7331156829427426e-05
2024,10代(14歳以上),凶悪犯,強盗,481,6570724.673406683,7.320349335998261e-05
2024,10代(14歳以上),凶悪犯,放火,31,6570724.673406683,4.717896661454181e-06
2024,10代(14歳以上),凶悪犯,殺人,57,6570724.673406683,8.674842248480268e-06
2024,10代(14歳以上),知能犯,,954,6570724.673406683,0.00014518946500088027
2024,10代(14歳以上),窃盗犯,,11264,6570724.673406683,0.0017142705804716093
2024,10代(14歳以上),粗暴犯,,4074,6570724.673406683,0.0006200229354440107
2024,10代(14歳以上),風俗犯,,1251,6570724.673406683,0.00019038995882190903
2024,20代,その他の刑法犯,,5085,12906160.86150977,0.00039399787857635255
2024,20代,凶悪犯,不同意性交等,1037,12906160.86150977,8.034922322196217e-05
2024,20代,凶悪犯,強盗,542,12906160.86150977,4.199544743134377e-05
2024,20代,凶悪犯,放火,85,12906160.86150977,6.586001903439521e-06
2024,20代,凶悪犯,殺人,211,12906160.86150977,1.634878119559693e-05
2024,20代,知能犯,,3229,12906160.86150977,0.00025019058995536723
2024,20代,窃盗犯,,11976,12906160.86150977,0.0009279289270069613
2024,20代,粗暴犯,,9279,12906160.86150977,0.000718958960729592
2024,20代,風俗犯,,2534,12906160.86150977,0.0001963403390978323
2024,30代,その他の刑法犯,,3559,13429126.551180687,0.00026502095921399245
2024,30代,凶悪犯,不同意性交等,743,13429126.551180687,5.5327500055070635e-05
2024,30代,凶悪犯,強盗,224,13429126.551180687,1.6680161524005145e-05
2024,30代,凶悪犯,放火,80,13429126.551180687,5.957200544287551e-06
2024,30代,凶悪犯,殺人,189,13429126.551180687,1.4073886285879341e-05
2024,30代,知能犯,,2265,13429126.551180687,0.0001686632404101413
2024,30代,窃盗犯,,9180,13429126.551180687,0.0006835887624569966
2024,30代,粗暴犯,,8982,13429126.551180687,0.0006688446911098849
2024,30代,風俗犯,,2552,13429126.551180687,0.0001900346973627729
2024,40代,その他の刑法犯,,3761,16496530.002173195,0.0002279873403379098
2024,40代,凶悪犯,不同意性交等,585,16496530.002173195,3.5462003216611866e-05
2024,40代,凶悪犯,強盗,186,16496530.002173195,1.1275098458615055e-05
2024,40代,凶悪犯,放火,93,16496530.002173195,5.6375492293075276e-06
2024,40代,凶悪犯,殺人,157,16496530.002173195,9.517153000013784e-06
2024,40代,知能犯,,1948,16496530.002173195,0.00011808543977087165
2024,40代,窃盗犯,,10199,16496530.002173195,0.0006182512321473922
2024,40代,粗暴犯,,9621,16496530.002173195,0.0005832135605932013
2024,40代,風俗犯,,2117,16496530.002173195,0.00012833001847789287
2024,50代,その他の刑法犯,,3616,18380355.752631065,0.0001967317743282736
2024,50代,凶悪犯,不同意性交等,249,18380355.752631065,1.3547071849485655e-05
2024,50代,凶悪犯,強盗,169,18380355.752631065,9.19459896611677e-06
2024,50代,凶悪犯,放火,106,18380355.752631065,5.767026570463772e-06
2024,50代,凶悪犯,殺人,124,18380355.752631065,6.746332969221772e-06
2024,50代,知能犯,,1645,18380355.752631065,8.94977236642727e-05
2024,50代,窃盗犯,,12111,18380355.752631065,0.0006589099886310071
2024,50代,粗暴犯,,8381,18380355.752631065,0.0004559759404439328
2024,50代,風俗犯,,1444,18380355.752631065,7.856213554480837e-05
2024,60代,その他の刑法犯,,2372,14916447.596674383,0.000159019095171751
2024,60代,凶悪犯,不同意性交等,100,14916447.596674383,6.704009071321712e-06
2024,60代,凶悪犯,強盗,85,14916447.596674383,5.698407710623455e-06
2024,60代,凶悪犯,放火,53,14916447.596674383,3.553124807800507e-06
2024,60代,凶悪犯,殺人,81,14916447.596674383,5.430247347770586e-06
2024,60代,知能犯,,852,14916447.596674383,5.711815728766098e-05
2024,60代,窃盗犯,,10718,14916447.596674383,0.000718535692264261
2024,60代,粗暴犯,,4276,14916447.596674383,0.0002866634278897164
2024,60代,風俗犯,,674,14916447.596674383,4.518502114070833e-05
2024,70代以上,その他の刑法犯,,2876,29007659.296148162,9.914622791994441e-05
2024,70代以上,凶悪犯,不同意性交等,61,29007659.296148162,2.102892873128167e-06
2024,70代以上,凶悪犯,強盗,93,29007659.296148162,3.2060497901790093e-06
2024,70代以上,凶悪犯,放火,63,29007659.296148162,2.171840180443845e-06
2024,70代以上,凶悪犯,殺人,104,29007659.296148162,3.585259980415236e-06
2024,70代以上,知能犯,,653,29007659.296148162,2.2511295838568742e-05
2024,70代以上,窃盗犯,,22854,29007659.296148162,0.0007878608806962482
2024,70代以上,粗暴犯,,4871,29007659.296148162,0.00016792116696733283
2024,70代以上,風俗犯,,502,29007659.296148162,1.730577413623508e-05
